[23:04:02] [info] MAAT: Creating window MAAT Editor (1600, 900)
[23:04:02] [info] MAAT: OpenGL Info:
[23:04:02] [info] MAAT:   Vendor: ATI Technologies Inc.
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:28] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 1036831949
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:29] [warning] MAAT: Pixel data = 50
[23:04:30] [warning] MAAT: Pixel data = 50
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:30] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 50
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:31] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 50
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:32] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 1036831949
[23:04:33] [warning] MAAT: Pixel data = 50
[23:04:33] [warning] MAAT: Pixel data = 50
[23:04:33] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 1036831949
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:34] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 50
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:35] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 50
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:36] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 50
[23:04:37] [warning] MAAT: Pixel data = 50
[23:04:37] [warning] MAAT: Pixel data = 50
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
[23:04:37] [warning] MAAT: Pixel data = 1036831949
